,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
3635,"#OnThisDay 02/05/1962 European Cup final is held at the Amsterdam Olympic Stadium between Benfica and Real Madrid. It was a see-sawing game in which Puskás scored a first half hat-trick for Real Madrid, but Benfica ultimately ran out 5-3 winners to win for the 2nd year in a row.  https://t.co/aGXwHL3Bp0", onthisday 02 05 1962 european cup final is held at the amsterdam olympic stadium between benfica and real madrid  it was a see sawing game in which pusk s scored a first half hat trick for real madrid  but benfica ultimately ran out 5 3 winners to win for the 2nd year in a row    ,0.08833333333333335,0.39,positive,0.019,0.815,0.166,0.882
3636,USWNT: VOTE FOR THE GOAT 🐐  Send @MiaHamm to the U.S. Olympic &amp; Paralympic Hall of Fame »  https://t.co/vhOT2mTiIc  https://t.co/uXmok5zQ72  https://t.co/VZ7g7IBIgP,uswnt  vote for the goat    send   to the u s  olympic  amp  paralympic hall of fame           ,0.0,0.0,positive,0.0,0.818,0.182,0.4404
3637,@QueenofNihilism @astute_american @Spideythefifth @mr_JasonW @ChrystalWRox @mirandaisrisen @Kaminara @PickleMrs @dcffk @OliveOwl6 @Constance_1844 @ThinkyTexan @kim_because @RFirethief @cathworkingmom @Newnameel @DaethSerina @MurphyYuiko @666Dark6ness666 @Ellies2ndaccnt @AmSheiTheDragon @moonblast2001 @Sange1962 @PLPercussionist @pixposies @LiamDan008 Men only care about woman's volleyball in the Olympic so they could oggle and masturbate to the woman in skimpy shorts making grunt noises.,    american     jasonw               1844     because                           men only care about woman s volleyball in the olympic so they could oggle and masturbate to the woman in skimpy shorts making grunt noises ,0.0,0.5,positive,0.0,0.894,0.106,0.4939
3638,They’re banned from coaching Olympic sports. Why are they instructing children?  https://t.co/9IymdgWggv,they re banned from coaching olympic sports  why are they instructing children    ,0.0,0.0,negative,0.214,0.786,0.0,-0.4588
3639,"Pick up Mario and Sonic at the Olympic Games (Tokyo 2020), now on sale on Amazon for only $39.94 at:  https://t.co/6GRadTRI6H #ad",pick up mario and sonic at the olympic games  tokyo 2020   now on sale on amazon for only  39 94 at      ad,0.0,1.0,positive,0.0,0.925,0.075,0.1779
3640,"Just as @AdamRippon was inspired by athletes like Jason Collins to come out, his presence at the 2018 Olympics with Gus Kenworthy was a huge moment for gay visibility in men's sports.  🎧 Hear more about his story on Burn It All Down with @jessicawluther:  https://t.co/UG6IdXBetJ  https://t.co/SWnvROlf9J",just as   was inspired by athletes like jason collins to come out  his presence at the 2018 olympics with gus kenworthy was a huge moment for gay visibility in men s sports     hear more about his story on burn it all down with         ,0.2902777777777778,0.5680555555555555,positive,0.0,0.826,0.174,0.7906
3641,Finalists announced for US Olympic &amp; Paralympic Hall of Fame's Class of 2022  https://t.co/x2cdxR5q6C,finalists announced for us olympic  amp  paralympic hall of fame s class of 2022   ,0.0,0.0,positive,0.0,0.805,0.195,0.4404
3642,Premier’s Office Defends Boyfriend’s Olympics “Meet And Greet” 3/5/2022  https://t.co/MCV3ZgngwW,premier s office defends boyfriend s olympics  meet and greet  3 5 2022   ,0.0,0.0,positive,0.0,0.777,0.223,0.3182
3643,Beijing 2022 Olympics Ceremony Day 20220204 #TsinghuaStudents  https://t.co/cmoKstGuDw via @YouTube  @zlj517 @CathayPak @PakAmbChina @PDChina,beijing 2022 olympics ceremony day 20220204  tsinghuastudents    via           ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3644,I think any athlete that enters the portal should be required to complete another underwear Olympic event and receive a new ⭐️ rating.,i think any athlete that enters the portal should be required to complete another underwear olympic event and receive a new    rating ,0.11818181818181818,0.42727272727272725,neutral,0.0,1.0,0.0,0.0
3645,@aahvedra @edwinfornyc @Olympics Bike education programs that nobody wants or goes to.,      bike education programs that nobody wants or goes to ,0.2,0.1,neutral,0.0,1.0,0.0,0.0
3646,my family law htt2ahel l olympic l3bet el tawla mesh hnb2a 3mleen kda,my family law htt2ahel l olympic l3bet el tawla mesh hnb2a 3mleen kda,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3647,"The three Olympic medalists part of UVA women's swim are once again going international: Kate Douglass, Alex Walsh and Emma Weyant qualify for the 2022 World Championship in Budapest.   https://t.co/TCXX9Xq5O9",the three olympic medalists part of uva women s swim are once again going international  kate douglass  alex walsh and emma weyant qualify for the 2022 world championship in budapest     ,0.0,0.0,positive,0.0,0.906,0.094,0.4404
3648,Evil Muggens at the Big Olympics,evil muggens at the big olympics,-0.5,0.55,negative,0.468,0.532,0.0,-0.6597
3649,@Savage16May @AromaLady2 #kidrockmakesmusicfor People who think cow tipping should be an Olympic sport,     kidrockmakesmusicfor people who think cow tipping should be an olympic sport,-0.13333333333333333,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
3650,@haaniah_m if ramadan would participate in olympics surely it will gets a gold,  m if ramadan would participate in olympics surely it will gets a gold,0.5,0.8888888888888888,positive,0.0,0.775,0.225,0.4404
3651,"Even after the 2022 #Beijing Winter Olympics ended, residents are still eager to buy related products. Offline licensed merchandise stores have stock and popular items such as mascot plush toys of #BingDwenDwen and Shuey Rhon Rhon, figures, and keychain will be available.  https://t.co/rbmK8BPU16",even after the 2022  beijing winter olympics ended  residents are still eager to buy related products  offline licensed merchandise stores have stock and popular items such as mascot plush toys of  bingdwendwen and shuey rhon rhon  figures  and keychain will be available    ,0.25,0.55,positive,0.033,0.852,0.116,0.5859
3652,🏟 Montreal Olympic Stadium  https://t.co/6xpsUsZdjV,  montreal olympic stadium   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3653,@ROnoleCK Lmao the Petty Olympics 🤣,  lmao the petty olympics  ,0.6,1.0,positive,0.234,0.26,0.506,0.4767
3654,"@k3ioske @STARS_TyranT The rust and other things that wouldn't happen identically is a bit much. But having identical ships is nothing new. A lot of companies still do it. Though the only one that comes to mind is the White Star Line sister ships: Titanic, Olympic, and Britannic.",    tyrant the rust and other things that wouldn t happen identically is a bit much  but having identical ships is nothing new  a lot of companies still do it  though the only one that comes to mind is the white star line sister ships  titanic  olympic  and britannic ,0.042272727272727274,0.4059090909090909,neutral,0.0,1.0,0.0,0.0
3655,Just posted a photo @ Olympic Peninsula  https://t.co/Ll6Vggw2XH,just posted a photo   olympic peninsula   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3656,"@otipemsiw Yeah, your absolutely right. I always have a bad reflexive response to struggle Olympic nonsense.",  yeah  your absolutely right  i always have a bad reflexive response to struggle olympic nonsense ,-0.20714285714285707,0.6011904761904762,negative,0.431,0.457,0.112,-0.743
3657,"Bitter gall for Grace Lister of @Brother_UK - @orientationmktg: a nasty crash from a three-rider breakaway ends her @TourSeries debut, but what a statement of intent from this British Cycling Junior Olympic Academy rider. Exciting times ahead for @bournecoach's squad. #AtYourSide",bitter gall for grace lister of   uk      a nasty crash from a three rider breakaway ends her   debut  but what a statement of intent from this british cycling junior olympic academy rider  exciting times ahead for   s squad   atyourside,-0.2,0.575,positive,0.143,0.71,0.147,0.2846
3658,The next Sonic sports game will be Rodan  and Sonic at the Olympic Games  https://t.co/5zooUzg6b0,the next sonic sports game will be rodan  and sonic at the olympic games   ,-0.2,0.2,neutral,0.0,1.0,0.0,0.0
3659,"@WellsSmith8 @Boilers32 @BigGameBoomer Suni Lee, the United States Olympic Gold Medalist and all around champion. #USA 🇺🇸    https://t.co/K2Dp5hUDH4  https://t.co/PQHL09ogB7",      suni lee  the united states olympic gold medalist and all around champion   usa           ,0.0,0.0,positive,0.0,0.621,0.379,0.7717
3660,My int'l sports hot takes: I think these 3 cities should be the rotating permanent hosts for the winter games. I think LA/Western US or Sydney should permanently host the Summer Olympics. LA/West Coast should permanently host the World Cup.,my int l sports hot takes  i think these 3 cities should be the rotating permanent hosts for the winter games  i think la western us or sydney should permanently host the summer olympics  la west coast should permanently host the world cup ,0.125,0.42500000000000004,neutral,0.0,1.0,0.0,0.0
3661,Dawn and the 1996 Women's Olympic Team gets my vote,dawn and the 1996 women s olympic team gets my vote,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3662,@blackpopgirl trying to participate in the queerbaiting olympics i guess 🤷‍♂️  https://t.co/tvxZ5HPKUO,  trying to participate in the queerbaiting olympics i guess        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3663,"after seeing this photo i felt so motivated. it changed my whole life, now i’m a successful person. i got 10 olympic gold medals, 6 oscars, 7 padma shree awards. next year i'm planning to buy moon. it's all happened because of you. thank you so much.  https://t.co/ktjZJj17gK",after seeing this photo i felt so motivated  it changed my whole life  now i m a successful person  i got 10 olympic gold medals  6 oscars  7 padma shree awards  next year i m planning to buy moon  it s all happened because of you  thank you so much    ,0.2875,0.3875,positive,0.0,0.732,0.268,0.9211
3664,"Africa Hockey News | Senegal 🇸🇳   In preparation of the Youth Olympic Games (YOG) Dakar 2026, a National Field Hockey Promotion Committee is being formed to launch Hockey in Senegal and in parallel the process of setting up a National Hockey Association has been initiated. (1/2)  https://t.co/0m0l4hQgYx",africa hockey news   senegal      in preparation of the youth olympic games  yog  dakar 2026  a national field hockey promotion committee is being formed to launch hockey in senegal and in parallel the process of setting up a national hockey association has been initiated   1 2    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3665,if kickball was a professional/olympic sport i’d be in the hall of fame by now,if kickball was a professional olympic sport i d be in the hall of fame by now,0.1,0.1,positive,0.0,0.818,0.182,0.4404
3666,They're banned from coaching Olympic sports. Why are they instructing children? - NBC News  https://t.co/aPCoOBw5Tz,they re banned from coaching olympic sports  why are they instructing children    nbc news   ,0.0,0.0,negative,0.188,0.812,0.0,-0.4588
3667,"@sportsnpoli @fcp1992 @ZachLowy Help Benfica as always? 😂😂 Sporting and Porto are the ones who are robbing everybody, specially olympic diving specialist Taremi",      help benfica as always     sporting and porto are the ones who are robbing everybody  specially olympic diving specialist taremi,0.35714285714285715,0.5714285714285714,positive,0.0,0.81,0.19,0.4588
3668,Ethereum NFT Best wishes video from Kurt Angle Olympic gold medalist in ...  https://t.co/hVCCMAo3dY via @YouTube,ethereum nft best wishes video from kurt angle olympic gold medalist in        via  ,1.0,0.3,positive,0.0,0.655,0.345,0.7003
3669,"$PVSP Located in beautiful Port Townsend, on the northern end of the Olympic Peninsula, this gorgeous light depr  $PVSP  https://t.co/myrWEsRTkL", pvsp located in beautiful port townsend  on the northern end of the olympic peninsula  this gorgeous light depr   pvsp   ,0.6499999999999999,0.8666666666666666,positive,0.0,0.663,0.337,0.8641
3670,"$PVSP Located in beautiful Port Townsend, on the northern end of the Olympic Peninsula, this gorgeous light depr  $PVSP  https://t.co/gerepRtiHH", pvsp located in beautiful port townsend  on the northern end of the olympic peninsula  this gorgeous light depr   pvsp   ,0.6499999999999999,0.8666666666666666,positive,0.0,0.663,0.337,0.8641
3671,@dogintheboiler @macspamss @lwj_twt @PSU_EXY he had on a shirt about the first olympics or something and they ran with it 🤕,      twt   exy he had on a shirt about the first olympics or something and they ran with it  ,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
3673,Dawn Staley up for two spots in the U.S. Olympic Hall of Fame.   https://t.co/KQQbmdT79r,dawn staley up for two spots in the u s  olympic hall of fame     ,0.0,0.0,positive,0.0,0.791,0.209,0.4404
3674,"NEW: South Carolina women's basketball head coach Dawn Staley, along with the 1996 U.S. Olympic Women's Basketball Team, are among the finalists for induction into the U.S. Olympic Hall of Fame's 2022 class.  https://t.co/dqHROVgU7N",new  south carolina women s basketball head coach dawn staley  along with the 1996 u s  olympic women s basketball team  are among the finalists for induction into the u s  olympic hall of fame s 2022 class    ,0.13636363636363635,0.45454545454545453,positive,0.0,0.912,0.088,0.4404
3675,Just posted a photo @ Richmond Olympic Oval  https://t.co/Q2Nuatdilb,just posted a photo   richmond olympic oval   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3676,Who watches the #Olympics? Organizers of the Olympics used only premium #camera solutions from Egripment – a family run company with many years of experience in this area (since 1976).   Learn more in our new blog!  https://t.co/SdSaXJ6MOi  https://t.co/R7FJgFm7xG,who watches the  olympics  organizers of the olympics used only premium  camera solutions from egripment   a family run company with many years of experience in this area  since 1976     learn more in our new blog       ,0.28409090909090906,0.6136363636363636,positive,0.0,0.951,0.049,0.1779
3677,@ExtendRasulDgls I always wonder how much the championship run plus Olympics has taken out of Middleton and Holiday,  i always wonder how much the championship run plus olympics has taken out of middleton and holiday,0.2,0.2,positive,0.0,0.714,0.286,0.6808
3678,"Salt Lake, Sapporo Head Race to 2030 Olympics, and Maybe ’34 | Sports News  https://t.co/i1YwYBHnMS",salt lake  sapporo head race to 2030 olympics  and maybe  34   sports news   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3679,@anchoviies not him changing his bio from johfam to sticker when an olympics golden medal winner bout to follow him 😔 fame changed ppl (jk jk hehe),  not him changing his bio from johfam to sticker when an olympics golden medal winner bout to follow him   fame changed ppl  jk jk hehe ,0.3,0.5,positive,0.0,0.595,0.405,0.9118
3680,"FAMS, we have some incredible news! @DawnStaley is a nominee for the U.S. Olympic Hall of Fame and you have a vote!   Cast your ballot NOW through May 16, follow the link!  🔗:  https://t.co/dGX0n1ZWnw  https://t.co/DYMmcO8Lui",fams  we have some incredible news    is a nominee for the u s  olympic hall of fame and you have a vote    cast your ballot now through may 16  follow the link           ,0.9,0.9,positive,0.0,0.903,0.097,0.4404
3681,"Gold?       ""Yeah olympic gold medalist""  https://t.co/aRfxtSf2xj",gold         yeah olympic gold medalist    ,0.0,0.0,positive,0.0,0.645,0.355,0.296
3682,Dmitri Aliev: “I wasn’t ready for the Olympics. I can only say one thing: it’s my own fault that I didn’t go to Beijing.”   Click the link to read the full interview⛸  https://t.co/QjbafCeOCE  #figureskating #figureskate #iceskating #iceskate,dmitri aliev   i wasn t ready for the olympics  i can only say one thing  it s my own fault that i didn t go to beijing     click the link to read the full interview       figureskating  figureskate  iceskating  iceskate,0.2875,0.7625,negative,0.075,0.856,0.069,-0.0516
3683,"On Friday, we co-hosted the Inaugural @ClemsonIE Research Group Olympics!   We competed against Dr. Jackie Cha’s ECHO Lab in all of the traditional Olympic events (trivia, cornhole, soccer, and spoons).  https://t.co/KCqlKZBLmp",on friday  we co hosted the inaugural   research group olympics    we competed against dr  jackie cha s echo lab in all of the traditional olympic events  trivia  cornhole  soccer  and spoons     ,0.0,0.75,neutral,0.0,1.0,0.0,0.0
3684,@mj23_world Magic told me the same thing. He was amazed during the Barcelona Olympics how MJ never seemed to sleep.,  world magic told me the same thing  he was amazed during the barcelona olympics how mj never seemed to sleep ,0.25,0.5625,positive,0.0,0.856,0.144,0.4939
3685,"Beijing Olympics, Yuzu stood up quickly after falling down, and tied his shoelaces tighter and tighter again and again. He was really strong. He beat himself!!! #羽生結弦  #YuzuruHanyu𓃵  https://t.co/t1kElZUoFV",beijing olympics  yuzu stood up quickly after falling down  and tied his shoelaces tighter and tighter again and again  he was really strong  he beat himself            yuzuruhanyu    ,0.2037037037037037,0.5074074074074074,positive,0.053,0.828,0.119,0.4576
3686,@snowphieee Yep. Im so used to NHL playoffs starting slightly before NBAs but the winter Olympics pushed that back a bit as nhl players were off for a certain amount of time during it,  yep  im so used to nhl playoffs starting slightly before nbas but the winter olympics pushed that back a bit as nhl players were off for a certain amount of time during it,0.011904761904761904,0.2095238095238095,positive,0.0,0.872,0.128,0.5023
3687,"tonight is my olympics, my super bowl, my finals, my world cup, my triwizard tournament and my hunger games all wrapped into one magical event im feral #MetGala",tonight is my olympics  my super bowl  my finals  my world cup  my triwizard tournament and my hunger games all wrapped into one magical event im feral  metgala,0.41666666666666663,0.8333333333333333,positive,0.063,0.815,0.122,0.4404
3688,Democracy first Beijing Olympic,democracy first beijing olympic,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
3689,@ESPNRingside @jakepaul That 1-0 Olympic cruiserweight @EddieHearn mentioned,    that 1 0 olympic cruiserweight   mentioned,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3690,"BREAKING: On May 6, the Canadian Olympic Committee will announce the Chef de Mission for Paris 2024 Summer Olympics.   Who would you like to see be Canada’s Chef de Mission?  #Olympics #Paris2024  https://t.co/lwwZLEtGIw",breaking  on may 6  the canadian olympic committee will announce the chef de mission for paris 2024 summer olympics    who would you like to see be canada s chef de mission    olympics  paris2024   ,0.0,0.0,positive,0.0,0.923,0.077,0.3612
3691,"@cityplannerd We should grab a coffee and chat about how to make Colorado Springs the healthiest city in the US. It is Olympic City USA, right??",  we should grab a coffee and chat about how to make colorado springs the healthiest city in the us  it is olympic city usa  right  ,0.2857142857142857,0.5357142857142857,neutral,0.0,1.0,0.0,0.0
3692,Does anyone know where we can watch full olympic idol with dkz,does anyone know where we can watch full olympic idol with dkz,0.35,0.55,neutral,0.0,1.0,0.0,0.0
3693,@RyClyGuy the amount of toxic oppression olympics used to excuse awful behavior from clearly mentally ill twitter users that I see daily is so depressing. it’s an endless positive feedback loop from the entire community whenever someone acts like a lunatic,  the amount of toxic oppression olympics used to excuse awful behavior from clearly mentally ill twitter users that i see daily is so depressing  it s an endless positive feedback loop from the entire community whenever someone acts like a lunatic,-0.2559659090909091,0.6088068181818181,negative,0.236,0.572,0.193,-0.505
3694,"@PH_balanced4 @kostohanyu He attempted it at the Olympics and came thisclose to landing it. He should never feel like he's missing something no matter what. It's like Shen/Zhao trying the  quad throw in 2002. Not landing it wasn't the important part, it was the pushing the envelope.",  balanced4   he attempted it at the olympics and came thisclose to landing it  he should never feel like he s missing something no matter what  it s like shen zhao trying the  quad throw in 2002  not landing it wasn t the important part  it was the pushing the envelope ,0.1,0.525,negative,0.164,0.781,0.055,-0.6927
3695,They’re banned from coaching Olympic sports. Why are they instructing children? - NBC News  https://t.co/h8pSGJUJru  https://t.co/uuqOTtB48r,they re banned from coaching olympic sports  why are they instructing children    nbc news      ,0.0,0.0,negative,0.188,0.812,0.0,-0.4588
3696,They’re banned from coaching Olympic sports. Why are they instructing children? - NBC News  https://t.co/4hg3vxDSC6,they re banned from coaching olympic sports  why are they instructing children    nbc news   ,0.0,0.0,negative,0.188,0.812,0.0,-0.4588
3697,Who is Thomas Hardin Taekwondo? Was he arrested? What happened? Olympics coach accused of sexual misconduct  https://t.co/suhTO5jdrS,who is thomas hardin taekwondo  was he arrested  what happened  olympics coach accused of sexual misconduct   ,0.5,0.8333333333333334,negative,0.275,0.725,0.0,-0.6486
3698,𝙒𝙚𝙡𝙘𝙤𝙢𝙚 𝙗𝙖𝙘𝙠 𝘽𝙚𝙡𝙞𝙣𝙙𝙖!🙌  Olympic champion en current number 13 of the world is coming back to the Libéma Open this year. It will be the 4th participation of the 25-year-old Swiss🎾  Read more via👉  https://t.co/6G8mD772hl  #LibemaOpen  https://t.co/YOZ46t32Fm,                        olympic champion en current number 13 of the world is coming back to the lib ma open this year  it will be the 4th participation of the 25 year old swiss   read more via       libemaopen   ,0.12,0.32,positive,0.0,0.864,0.136,0.6369
3699,@IAPonomarenko @PaulMcCartney He definitely needs another chance as he was a bit out of tune in the London Olympics,    he definitely needs another chance as he was a bit out of tune in the london olympics,0.0,0.5,positive,0.0,0.749,0.251,0.5719
3700,"@ChulaVistaPD maybe u guys can check the lights here in olympic, between brandywine to 805 exit(goin N) getting worst. Why is it the light by block again instead of free flowing like before",  maybe u guys can check the lights here in olympic  between brandywine to 805 exit goin n  getting worst  why is it the light by block again instead of free flowing like before,-0.06666666666666665,0.8333333333333334,negative,0.176,0.678,0.146,-0.296
3701,"@M25_CLASSy after hearing this highlight medley, i felt so motivated. it changed my whole life, now i’m a successfull person. i got 10 olympic gold medals, 6 oscars, 7 padma shree awards. next year i’m planning to buy moon. it all happened because of you. thank you so much7",  classy after hearing this highlight medley  i felt so motivated  it changed my whole life  now i m a successfull person  i got 10 olympic gold medals  6 oscars  7 padma shree awards  next year i m planning to buy moon  it all happened because of you  thank you so much7,0.10000000000000002,0.43333333333333335,positive,0.0,0.711,0.289,0.9327
3702,@Anna35876145 True Olympic Champions!,  true olympic champions ,0.35,0.65,positive,0.0,0.139,0.861,0.7351
3703,Still haven’t bought a copy of Bidding for the 1968 Olympic Games? Now you can with the @umasspress spring sale for just $18!  https://t.co/VJ6oTasjKC,still haven t bought a copy of bidding for the 1968 olympic games  now you can with the   spring sale for just  18    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3704,"@_thekid_11 @mkhoops @CHGO_Sports You're ignoring  a major point:  With declining health, shooting is all he'll have.  He's already overrated as a driver. His defense certainly won't reach his olympic team levels w/ declining health.  He'd become a past-his-prime Ray Allen level player. That's far from max worthy",  thekid 11     sports you re ignoring  a major point   with declining health  shooting is all he ll have   he s already overrated as a driver  his defense certainly won t reach his olympic team levels w  declining health   he d become a past his prime ray allen level player  that s far from max worthy,0.09202380952380954,0.6642857142857143,positive,0.049,0.741,0.21,0.7845
3705,@Cented7 @Oatleyfn is an olympic fortnite player,    is an olympic fortnite player,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3706,@msm_monitor It’s like an Olympic athlete winning against a two-legged Donkey in a sack race 😂  Note: No animals were actually harmed n this tweet 😳,  monitor it s like an olympic athlete winning against a two legged donkey in a sack race    note  no animals were actually harmed n this tweet  ,0.25,0.425,positive,0.182,0.616,0.202,0.1531
3707,"#Podcast 214 features #BlackJoeLewis, Canadian #olympic #snowboarder Mercedes Nicoll &amp; #Riverdale actor Ryan Robbins.  https://t.co/vhY1zBI7aw  https://t.co/bR9dXPgXDB", podcast 214 features  blackjoelewis  canadian  olympic  snowboarder mercedes nicoll  amp   riverdale actor ryan robbins       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3708,オリンピック応援Ｔシャツ欲しい   https://t.co/G85OYefxuI  #オリンピック #Olympic #五輪 #応援グッズ #tokyo2020,                              olympic             tokyo2020,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3709,ON SALE NOW: The Junior Olympics with Duke It Out Boxing Club Sponsored by City of Corpus Christi - Government is making their way to American Bank Center Arena June 10th-12th.  Tickets are available for purchase now! 🎟  https://t.co/S1sfezaYyp  https://t.co/EPYWhDJVHh,on sale now  the junior olympics with duke it out boxing club sponsored by city of corpus christi   government is making their way to american bank center arena june 10th 12th   tickets are available for purchase now         ,0.10000000000000002,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
3710,"Lohw people are watching mse, wala naman amko sa olympic",lohw people are watching mse  wala naman amko sa olympic,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3711,I love the Olympics. I always take time out of my busy day to relax on the sofa and view the Olympics on my television set.,i love the olympics  i always take time out of my busy day to relax on the sofa and view the olympics on my television set ,0.3,0.44999999999999996,positive,0.0,0.756,0.244,0.7964
3712,This was purely the work of bad eyes and oversabi Olympics. Nawa Wordle 317 6/6  ⬛🟨⬛⬛⬛ ⬛🟨🟩⬛⬛ 🟩🟩🟩🟩⬛ 🟩🟩🟩🟩⬛ 🟩🟩🟩🟩⬛ 🟩🟩🟩🟩🟩,this was purely the work of bad eyes and oversabi olympics  nawa wordle 317 6 6                                     ,-0.24285714285714277,0.5833333333333333,negative,0.212,0.788,0.0,-0.5423
3713,Paris 2024: basketball players still looking for a base for the Olympic Games  https://t.co/oS2Fv9V8kJ,paris 2024  basketball players still looking for a base for the olympic games   ,-0.8,1.0,neutral,0.0,1.0,0.0,0.0
3714,Figure skating’s governing body has detailed a proposal to raise the athlete age limit to 17 at the Olympics and other international events.  https://t.co/86sreev7F3  [Photo: Getty Images]  https://t.co/SFD2RoysmM,figure skating s governing body has detailed a proposal to raise the athlete age limit to 17 at the olympics and other international events       photo  getty images    ,0.09166666666666667,0.375,neutral,0.0,1.0,0.0,0.0
3715,"The olympic level beard stroking is fucking impressive, I love that it is like a fuck you Mr Rottenborn! #JohnnyDeppAmberHeardTrial  https://t.co/ADfYemjhxP",the olympic level beard stroking is fucking impressive  i love that it is like a fuck you mr rottenborn   johnnydeppamberheardtrial   ,0.3666666666666667,0.7333333333333334,positive,0.125,0.499,0.377,0.7947
3716,"Newport, Rhode Island’s Aileen Riggin's life was a story of watery triumph. At 14, she was the youngest athlete ever to win a medal in a modern Olympics.  https://t.co/1zlXpZ0pl3  https://t.co/1zlXpZ0pl3",newport  rhode island s aileen riggin s life was a story of watery triumph  at 14  she was the youngest athlete ever to win a medal in a modern olympics       ,0.5,0.35,positive,0.0,0.688,0.312,0.875
3717,Sobre el transtorno de ansiedad: Olympic Black vuelve a la carga con single «Waiting &amp; Wasting»  https://t.co/hKw2SJb18h,sobre el transtorno de ansiedad  olympic black vuelve a la carga con single  waiting  amp  wasting    ,-0.11904761904761904,0.3238095238095238,negative,0.162,0.838,0.0,-0.4019
3718,"Multiple Olympic and world champion Mo Farah said his elite track career could be over after he finished runner-up in the London 10,000 on Monday on his return to action.  https://t.co/gOSefuveyU",multiple olympic and world champion mo farah said his elite track career could be over after he finished runner up in the london 10 000 on monday on his return to action    ,0.05,0.05,positive,0.0,0.888,0.112,0.5994
3719,"An Olympic style race saw nearly 3,000 people at Vinoy Park in St. Petersburg yesterday. The race started with a half-mile swim, and athletes then hopped on bikes for 25 miles before ending the triathlon with a 10k run.   https://t.co/IHHIrzLRRP",an olympic style race saw nearly 3 000 people at vinoy park in st  petersburg yesterday  the race started with a half mile swim  and athletes then hopped on bikes for 25 miles before ending the triathlon with a 10k run     ,-0.033333333333333326,0.2833333333333333,neutral,0.0,1.0,0.0,0.0
3720,@paperghost @Femi_Sorry @StevePeers @jdportes @sundersays @freemovementlaw Immigration should stop being an Olympics for which population we can oppress more or less. Its playing into the whole deserving/undeserving narrative which then feeds into the racism that people are confronted with,    sorry         immigration should stop being an olympics for which population we can oppress more or less  its playing into the whole deserving undeserving narrative which then feeds into the racism that people are confronted with,0.12666666666666665,0.5533333333333333,negative,0.287,0.677,0.036,-0.8683
3721,"Our spotlight for #AAPIHeritageMonth achieved her dreams through learning. @VeraWang was born to Chinese immigrants &amp; failed to make the US Olympics figure skating team which is when she decided to become a fashion designer. In spite of “failure,"" she has become a fashion icon  https://t.co/XoTWiV7N1T",our spotlight for  aapiheritagemonth achieved her dreams through learning    was born to chinese immigrants  amp  failed to make the us olympics figure skating team which is when she decided to become a fashion designer  in spite of  failure   she has become a fashion icon   ,-0.2722222222222222,0.19999999999999998,negative,0.197,0.75,0.053,-0.8074
3722,"@renoomokri @Dappy_onalow The first Nigerian to hold doctorate in mathematics. The inventor of the world’s fastest computer. The first Nigerian Olympic gold medalist. The first Nigerian billionaire.  They’re all igbos, but yeah the Yorubas are the most successful, according to the all-knowing Oga Reno",    onalow the first nigerian to hold doctorate in mathematics  the inventor of the world s fastest computer  the first nigerian olympic gold medalist  the first nigerian billionaire   they re all igbos  but yeah the yorubas are the most successful  according to the all knowing oga reno,0.4,0.49000000000000005,positive,0.0,0.836,0.164,0.8569
3723,"Her favorite part about special olympics is “when I’m having a bad day, SO always makes it better, it is the best serotonin boost you will ever feel.” Shae is going to miss all the partners that she has been able to build close relationships with and seeing everyone grow each yr",her favorite part about special olympics is  when i m having a bad day  so always makes it better  it is the best serotonin boost you will ever feel   shae is going to miss all the partners that she has been able to build close relationships with and seeing everyone grow each yr,0.3595238095238096,0.610515873015873,positive,0.08,0.676,0.244,0.886
3724,"@Pride21American @nj1015 My wife was on a zoom call this am for Jury Duty. OMG, talk about fear mongering. The rules for the courthouse are like the Olympic rules in Chinnnnnna.  I told her to say she will not wear a mask in the court room. She will get disqualified",    my wife was on a zoom call this am for jury duty  omg  talk about fear mongering  the rules for the courthouse are like the olympic rules in chinnnnnna   i told her to say she will not wear a mask in the court room  she will get disqualified,0.0,0.0,negative,0.152,0.799,0.049,-0.6486
